wave,flux,err,fit
916.481,-0.0405897,0.371554,0.9417238017994540
916.656,-0.0406905,0.371633,0.9430916649102909
916.831,0.0269232,0.354471,0.9445118610152569
917.007,0.0947733,0.388006,0.9454160936617811
917.182,0.162655,0.421507,0.9452505990029220
917.357,0.0951697,0.438636,0.9435283640915322
917.533,0.0273977,0.404993,0.9398693488294954
917.708,-0.0404328,0.371413,0.9340399491276916
917.883,0.0945066,0.388194,0.9260155422147878
918.058,0.229461,0.425589,0.9160345575213976
918.234,0.364353,0.462371,0.9046283318427547
918.409,0.499201,0.497845,0.8925935712210242
918.584,0.431320,0.494072,0.8808868520012544
918.759,0.431148,0.494239,0.8704354890658039
918.935,0.295989,0.458392,0.8618943752438868
919.110,0.228497,0.424503,0.8554090263738667
919.285,0.0257825,0.404648,0.8504468058789676
919.460,0.0934262,0.407989,0.8457823853698079
919.636,0.161044,0.441766,0.8396639008338058
919.811,0.161204,0.441775,0.8301735703119231
919.986,0.251476,0.491515,0.8157027266481846
920.161,0.108794,0.520222,0.7954616234913526
920.337,0.191269,0.542579,0.7698575567458569
920.512,0.341321,0.590152,0.7406243500416771
920.687,0.791890,0.662196,0.7106191722754690
920.862,0.791813,0.662298,0.6833075575085246
921.038,0.611467,0.617351,0.6620378686442582
921.213,0.250896,0.522718,0.6492837141144979
921.388,0.250994,0.522651,0.6460533902849390
921.563,-0.0193790,0.495685,0.6516157337354882
921.739,-0.0193439,0.495686,0.6636097517610620
921.914,0.251221,0.587700,0.6785221416821348
922.089,0.521989,0.614439,0.6924228853646098
922.264,0.973215,0.752255,0.7018059193940643
922.440,0.792997,0.705284,0.7043549855384795
922.615,0.793070,0.705318,0.6994739670560710
922.790,0.432182,0.612588,0.6884497213909598
922.965,0.462020,0.565245,0.6742073765813501
923.141,0.469264,0.545938,0.6606801540865324
923.316,0.634703,0.532897,0.6519552049049828
923.491,0.567113,0.529500,0.6513800813062990
923.667,0.432023,0.493432,0.6608537266208088
923.842,0.229008,0.455551,0.6804647922968179
924.017,0.229108,0.455531,0.7085523722687092
924.192,0.296764,0.459074,0.7421375479549120
924.368,0.296871,0.459053,0.7775837078450120
924.543,0.229346,0.425727,0.8112915602645444
924.718,0.229617,0.426252,0.8402755701612796
924.893,0.297540,0.430256,0.8625136265525123
925.069,0.500757,0.499545,0.8770692079388267
925.244,0.432851,0.495728,0.8840352684343432
925.419,0.364928,0.491920,0.8843741547702216
925.594,0.432870,0.494001,0.8797183410426795
925.770,0.433010,0.493969,0.8721480324172142
